strDrink,strCategory,strDrinkThumb,ingredients,measurments_ingredients,strInstructions,strGlass,strAlcoholic
Cosmopolitan,Cocktail,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,"Absolut Citron,Lime,Cointreau,Cranberry,,,,,,,,,,,","1 1/4 oz Absolut Citron,1/4 oz Lime juice,1/4 oz Cointreau,1/4 cup Cranberry juice, , , , , , , , ",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,Cocktail glass,Alcoholic
Cosmopolitan Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,"Cointreau,Vodka,Lime,Cranberry,,,,,,,,,,,","1/2 oz Cointreau,1 oz Vodka,Juice of 1/2 Lime,1 splash Cranberry juice, , , , , , , , ","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",Cocktail Glass,Alcoholic
Cranberry Cordial,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,"Cranberries,Sugar,Light rum,,,,,,,,,,,,","1/2 kg chopped Cranberries,3/4 L Sugar,1/2 L Light rum, , , , , , , , , ","Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",Collins Glass,Alcoholic
Cranberry Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,"Cranberry,Sugar,Pineapple,Almond flavoring,Ginger ale,,,,,,,,,,","4 cups Cranberry juice,1 1/2 cup Sugar,4 cups Pineapple juice,1 tblsp Almond flavoring,2 qt Ginger ale, , , , , , , ","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",Punch Bowl,Non alcoholic
Cream Soda,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,"Spiced rum,Ginger ale,,,,,,,,,,,,,","1 oz Spiced rum,
 Ginger ale,
 ,
 ,
 ,
 ,
 , , , , , ",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,Highball glass,Alcoholic
Creme de Menthe,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,"Sugar,Water,Grain alcohol,Peppermint extract,Food coloring,,,,,,,,,,","8 cups Sugar,6 cups Water,1 pint Grain alcohol,1 oz pure Peppermint extract,1 tblsp green Food coloring, , , , , , , ",Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,Collins Glass,Alcoholic
Cuba Libra,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,"Dark rum,Lime,Coca-Cola,Ice,,,,,,,,,,,","1-2 shot Dark rum,Squeeze Lime,Fill with Coca-Cola,
 Ice,
 ,
 ,
 ,
 ,
 , , , ",Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,Highball glass,Alcoholic
Cuba Libre,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,"Light rum,Lime,Coca-Cola,,,,,,,,,,,,","2 oz Light rum,Juice of 1/2 Lime, Coca-Cola, , , , , , , , , ",Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,Highball glass,Alcoholic
Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,"Light rum,Lime,Powdered sugar,,,,,,,,,,,,","1 1/2 oz Light rum,Juice of 1/2 Lime,1 tsp Powdered sugar, , , , , , , , , ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Cocktail glass,Alcoholic
Damned if you do,Shot,http://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,"Whiskey,Hot Damn,,,,,,,,,,,,,","0.75 oz Whiskey,0.25 oz Hot Damn, , , , , , , , , , ",Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Shot glass,Alcoholic
Danbooka,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,"Coffee,Everclear,,,,,,,,,,,,,","3 parts Coffee,1 part Everclear, , , , , , , , , , ",pour it in and mix it.,Coffee Mug,Alcoholic
Dark Caipirinha,Cocktail,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,"demerara Sugar,Lime,Cachaca,,,,,,,,,,,,","2 tsp demerara Sugar,1 Lime,2 1/2 oz Cachaca, , , , , , , , , ","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",Highball glass,Alcoholic
Dark and Stormy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,"Dark Rum,Ginger Beer,,,,,,,,,,,,,","5 cl Dark Rum,10 cl Ginger Beer, , , , , , , , , , ",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Highball glass,Alcoholic
Darkwood Sling,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,"Cherry Heering,Soda water,Orange,Ice,,,,,,,,,,,","1 part Cherry Heering,1 part Soda water,1 part Orange juice, cubes
 Ice,
 ,
 ,
 ,
 ,
 , , , ","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",Cocktail glass,Alcoholic
Derby,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,"gin,Peach Bitters,Mint,,,,,,,,,,,,","6 cl gin,2 dashes Peach Bitters,2 Fresh leaves Mint, , , , , , , , , ",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,Cocktail glass,Alcoholic
Diesel,Beer,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,"Lager,Cider,Blackcurrant cordial,,,,,,,,,,,,","1/2 pint Lager,1/2 pint Cider,1 dash Blackcurrant cordial, , , , , , , , , ",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,Pint glass,Alcoholic
Dirty Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,"Vodka,Dry Vermouth,Olive Brine,Lemon,Olive,,,,,,,,,,","70ml/2fl oz Vodka,1 tbsp Dry Vermouth,2 tbsp Olive Brine,1 wedge Lemon,1 Olive, , , , , , , ","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",Cocktail glass,Alcoholic
Dirty Nipple,Shot,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,"Kahlua,Sambuca,Bailey's irish cream,,,,,,,,,,,,","
 Kahlua,
 Sambuca,
 Bailey's irish cream,
 ,
 ,
 ,
 , , , , , ",This is a layered shot - the Bailey's must be on top,Shot glass,Alcoholic
Downshift,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,"Fruit punch,Sprite,Tequila,151 proof rum,,,,,,,,,,,","2 part Fruit punch,1 part Sprite,2 shots Tequila,Float Bacardi 151 proof rum, , , , , , , , ","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",Hurricane glass,Alcoholic
Dragonfly,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,"Gin,Ginger ale,Lime,,,,,,,,,,,,","1 1/2 oz Gin,4 oz Ginger ale,1 Lime, , , , , , , , , ","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",Highball glass,Alcoholic
Drinking Chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,"Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,,,,,,,,,","2 oz Heavy cream,6-8 oz Milk,1 stick Cinnamon,1 Vanilla,2 oz finely chopped dark Chocolate,Fresh Whipped cream, , , , , , ","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",Coffee mug,Non alcoholic
Dry Rob Roy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,"Scotch,Dry Vermouth,Lemon,,,,,,,,,,,,","2 1/2 oz Scotch,1 1/2 tsp Dry Vermouth,1 twist of Lemon peel, , , , , , , , , ","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Cocktail glass,Alcoholic
Dubonnet Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,"Dubonnet Rouge,Gin,Bitters,Lemon,,,,,,,,,,,","1 1/2 oz Dubonnet Rouge,3/4 oz Gin,1 dash Bitters,1 twist of Lemon peel, , , , , , , , ",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Cocktail glass,Alcoholic
Duchamp's Punch,Cocktail,http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,"Pisco,Lime,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,,,,,","5 cl Pisco,2.5 cl Lime Juice,2.5 cl Pineapple Syrup,1.5 cl St. Germain,2 Dashes Angostura Bitters,Pinch Pepper,2 sprigs Lavender, , , , , ","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",Old-fashioned glass,Alcoholic
Egg Cream,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,"Chocolate syrup,Milk,Soda water,,,,,,,,,,,,","2 tblsp Chocolate syrup,6 oz whole Milk,6 oz Soda water, , , , , , , , , ","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",Coffee mug,Non alcoholic
Egg Nog #4,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,"Egg,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,,Sugar,Nutmeg,,,,","6 Egg yolk,1/4 cup Sugar,2 cups Milk,1/2 cup Light rum,1/2 cup Bourbon,1 tsp Vanilla extract,1/4 tsp Salt,1 cup Whipping cream,6 Egg white,1/4 cup Sugar,Ground Nutmeg, ","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",Punch bowl,Optional alcohol
Egg Nog - Healthy,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,"Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,,,,,","1/2 cup Egg,3 tblsp Sugar,13 oz skimmed Condensed milk,3/4 cup skimmed Milk,1 tsp Vanilla extract,1 tsp Rum,
 Nutmeg,
 ,
 ,
 ,
 ,
 ","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",Collins Glass,Optional alcohol
Egg-Nog - Classic Cooked,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,"Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,,,,,","6 Egg,1/4 cup Sugar,1/4 tsp Salt,1 qt Milk,1 tsp Vanilla extract, , , , , , , ","In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Pitcher,Optional alcohol
English Highball,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,"Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon,,,,,,,,,,","3/4 oz Brandy,3/4 oz Gin,3/4 oz Sweet Vermouth,
 Carbonated water,
 Lemon peel,
 ,
 ,
 ,
 ,
 , , ","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Highball glass,Alcoholic
English Rose Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,"Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon,Cherry,,,,,,,,,","3/4 oz Apricot brandy,1 1/2 oz Gin,3/4 oz Dry Vermouth,1 tsp Grenadine,1/4 tsp Lemon juice,1 Cherry, , , , , , ",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Cocktail glass,Alcoholic
Espresso Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,"Vodka,Kahlua,Sugar syrup,,,,,,,,,,,,","5 cl Vodka,1 cl Kahlua,1 dash Sugar syrup, , , , , , , , , ","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",Cocktail glass,Alcoholic
Fahrenheit 5000,Shot,http://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,"Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,","1/2 oz Firewater,1/2 oz Absolut Peppar,1 dash Tabasco sauce, , , , , , , , , ",Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,Shot glass,Alcoholic
Flaming Dr. Pepper,Shot,http://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,","1 oz Amaretto,1 oz Vodka,1 oz Bacardi 151 proof rum,1 oz Dr. Pepper,1 oz Beer, , , , , , , ","Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",Collins Glass,Alcoholic
Flaming Lamborghini,Cocktail,http://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,"Kahlua,Sambuca,Blue Curacao,Bailey's irish cream,,,,,,,,,,,","1 oz Kahlua,1 oz Sambuca,1 oz Blue Curacao,1 oz Bailey's irish cream, , , , , , , , ","Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Bailey's and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Cocktail glass,Alcoholic
Flander's Flake-Out,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,"Sambuca,Sarsaparilla,,,,,,,,,,,,,","1/4 glass Sambuca,3/4 glass Sarsaparilla, , , , , , , , , , ",Bang 'em both in.,Collins Glass,Alcoholic
Flying Dutchman,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,"Gin,Triple sec,,,,,,,,,,,,,","2 oz Gin,1/2 oz Triple sec, , , , , , , , , , ","In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Old-fashioned glass,Alcoholic
Flying Scotchman,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,"Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,","1 oz Scotch,1 oz Sweet Vermouth,1 dash Bitters,1/4 tsp Sugar syrup, , , , , , , , ","Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Foxy Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,"Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,","1/2 oz Amaretto,1/2 oz Creme de Cacao,2 oz Light cream, , , , , , , , , ","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Cocktail glass,Alcoholic
Frappé,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,"Coffee,Milk,Sugar,,,,,,,,,,,,","1/2 cup black Coffee,1/2 cup Milk,1-2 tsp Sugar, , , , , , , , , ","Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Highball Glass,Non alcoholic
Freddy Kruger,Shot,http://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,"Jägermeister,Sambuca,Vodka,,,,,,,,,,,,","1/2 oz Jägermeister,1/2 oz Sambuca,1/2 oz Vodka, , , , , , , , , ",make it an ample size shot!!,Shot glass,Alcoholic
"French ""75""",Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,"Gin,Sugar,Lemon,Champagne,Orange,Maraschino cherry,,,,,,,,,","1 1/2 oz Gin,2 tsp superfine Sugar,1 1/2 oz Lemon juice,4 oz Chilled Champagne,1 Orange,1 Maraschino cherry, , , , , , ","In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry.",Collins glass,Alcoholic
French 75,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,"Gin,Sugar,Lemon,Champagne,Orange,Maraschino cherry,,,,,,,,,","1 1/2 oz Gin,2 tsp superfine Sugar,1 1/2 oz Lemon juice,4 oz Chilled Champagne,1 Orange,1 Maraschino cherry, , , , , , ","Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Collins glass,Alcoholic
French Connection,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,"Cognac,Amaretto,,,,,,,,,,,,,","1 1/2 oz Cognac,3/4 oz Amaretto, , , , , , , , , , ",Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Old-fashioned glass,Alcoholic
